//**************************************************************************************************************
//File Type: Amalfi PA Test Measurment Data Log File
//Log File Format Version: 1
//Test Type:Auto Script
//Serial Number: xAM7801-TA5-T-U-CF-SN009B-C11-13pF-Wire
//Part Number (Chip ID): AM8802 A5
//Chip Model: Chiarlo TxM 7801
//DUT Test GUI Version Number: Rev. A1.00.287
//FPGA Version Number: 21
//PICC Version Number: 13
//Station Number: 4
//Test Date & Time: 02-12-2010 18:27:23
//Temperature Soak Time (in secs): Test @ Ambient
//Script File Name: l:\Lab & Testing\ATR_Chiarlo\scripts\Load-pull\7801_Stability_A5_HL_CE_long.txt
//ATR Correlation Log File Not Found.
//Comment:
//**************************************************************************************************************																																																	
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	3	0	0	1	0	0.846	100	11.987013	0.846	0	0	0	0	0	0	0	0	0.768553	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:08:23	HB 0.15
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	10	3702.695	-41.918	-46	1	-36	 	 	 	 	 	 														
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	1	0	0	1	0	0.846	100	11.987013	0.846	0	0	0	0	0	0	0	0	0.770203	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:08:39	HB 0.15
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	10	8397.221	-45.286	-46	1	-36	 	 	 	 	 	 														
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	2	10	7623.794	-45.511	-46	1	-36	 	 	 	 	 	 														
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	3	13	5535.671	-44.784	-46	1	-36	 	 	 	 	 	 														
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	0	0	0	1	0	0.846	100	11.987013	0.846	0	0	0	0	0	0	0	0	0.773783	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:08:56	HB 0.15
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	13	5535.671	-45.064	-46	1	-36	 	 	 	 	 	 														
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	3	0	0	1	0	0.846	110	11.987013	0.846	0	0	0	0	0	0	0	0	0.762775	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:09:18	HB 0.15
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	10	7318.02	-45.972	-46	1	-36	 	 	 	 	 	 														
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	1	0	0	1	0	0.846	110	11.987013	0.846	0	0	0	0	0	0	0	0	0.763894	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:09:35	HB 0.15
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	0	0	0	1	0	0.846	110	11.987013	0.846	0	0	0	0	0	0	0	0	0.764672	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:09:51	HB 0.15
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	3	0	0	1	0	0.846	120	11.987013	0.846	0	0	0	0	0	0	0	0	0.753963	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:10:13	HB 0.15
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	1	0	0	1	0	0.846	120	11.987013	0.846	0	0	0	0	0	0	0	0	0.755284	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:10:30	HB 0.15
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	0	0	0	1	0	0.846	120	11.987013	0.846	0	0	0	0	0	0	0	0	0.756529	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:10:47	HB 0.15
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	3	0	0	1	0	0.846	130	11.987013	0.846	0	0	0	0	0	0	0	0	0.744215	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:11:09	HB 0.15
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	10	3073.161	-45.821	-46	1	-36	 	 	 	 	 	 														
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	13	3704.899	-40.092	-46	1	-36	 	 	 	 	 	 														
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	1	0	0	1	0	0.846	130	11.987013	0.846	0	0	0	0	0	0	0	0	0.745251	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:11:25	HB 0.15
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	10	5537.338	-45.04	-46	1	-36	 	 	 	 	 	 														
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	13	3704.899	-39.353	-46	1	-36	 	 	 	 	 	 														
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	0	0	0	1	0	0.846	130	11.987013	0.846	0	0	0	0	0	0	0	0	0.744228	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:11:42	HB 0.15
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	3	0	0	1	0	0.846	140	11.987013	0.846	0	0	0	0	0	0	0	0	0.731786	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:12:04	HB 0.15
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	13	5535.671	-44.921	-46	1	-36	 	 	 	 	 	 														
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	1	0	0	1	0	0.846	140	11.987013	0.846	0	0	0	0	0	0	0	0	0.733597	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:12:21	HB 0.15
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	0	0	0	1	0	0.846	140	11.987013	0.846	0	0	0	0	0	0	0	0	0.735061	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:12:37	HB 0.15
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	10	3702.695	-38.409	-46	1	-36	 	 	 	 	 	 														
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	3	0	0	1	0	0.846	150	11.987013	0.846	0	0	0	0	0	0	0	0	0.718153	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:12:59	HB 0.15
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	10	7300.034	-45.587	-46	1	-36	 	 	 	 	 	 														
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	1	0	0	1	0	0.846	150	11.987013	0.846	0	0	0	0	0	0	0	0	0.721304	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:13:16	HB 0.15
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	10	7389.967	-45.094	-46	1	-36	 	 	 	 	 	 														
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	0	0	0	1	0	0.846	150	11.987013	0.846	0	0	0	0	0	0	0	0	0.721835	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:13:33	HB 0.15
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	3	0	0	1	0	0.846	160	11.987013	0.846	0	0	0	0	0	0	0	0	0.704077	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:13:55	HB 0.15
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	10	7713.727	-45.994	-46	1	-36	 	 	 	 	 	 														
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	13	3704.899	-34.306	-46	1	-36	 	 	 	 	 	 														
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	1	0	0	1	0	0.846	160	11.987013	0.846	0	0	0	0	0	0	0	0	0.706992	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:14:11	HB 0.15
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	10	7048.22	-45.783	-46	1	-36	 	 	 	 	 	 														
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	0	0	0	1	0	0.846	160	11.987013	0.846	0	0	0	0	0	0	0	0	0.708041	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:14:28	HB 0.15
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	10	7318.02	-45.781	-46	1	-36	 	 	 	 	 	 														
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	3	0	0	1	0	0.846	170	11.987013	0.846	0	0	0	0	0	0	0	0	0.691055	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:14:50	HB 0.15
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	1	0	0	1	0	0.846	170	11.987013	0.846	0	0	0	0	0	0	0	0	0.69395	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:15:07	HB 0.15
6	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	H3B	LBIn	-23.2	0	0	-12.1	1850	3.5	0	0	0	1	0	0.846	170	11.987013	0.846	0	0	0	0	0	0	0	0	0.696476	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	l:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.230v_ramp.txt	2/12/2010	22:15:23	HB 0.15
//Spurious Data 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	13	3704.899	-33.32	-46	1	-36	 	 	 	 	 	 														
																																																	
																																																	
																																																	
																																																	

																																																	
																																																	

																																																	

																																																	

																																																
																																																

																																																
																																																
																																																


																																																
																																																

																																																
																																																

																																																

																																																
																																																
																																																

																																																

																																																
																																																

																																																
																																																


																																																

																																																
																																																
																																																


																																																

																																																
																																																



																																																
																																																


																																																



																																																
																																																
																																																



																																																
																																																

																																																
																																																


																																																

																																																

																																																
																																																
																																																



																																																
																																																
																																																
																																																

																																																

																																																
																																																

																																																

																																																
																																																
																																																
																																																

																																																

																																																


																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																

																																																
																																																



																																																

																																																


																																																

																																																

																																																

																																																

																																																

																																																

																																																

																																																

																																																


																																																
																																																
																																																

																																																
																																																


																																																
																																																
																																																


																																																
																																																
																																																
																																																
																																																

																																																


																																																

																																																

																																																


																																																

																																																
																																																
																																																
																																																

																																																

																																																

																																																
																																																
																																																


																																																


																																																

																																																


																																																


																																																
																																																

																																																

																																																

																																																



																																																

																																																
																																																
																																																


																																																

																																																

																																																
																																																

																																																


																																																
																																																

																																																

																																																
																																																
																																																
																																																


																																																


																																																
																																																
																																																

																																																
																																																
																																																

																																																


																																																

																																																


																																																

																																																

																																																

																																																

																																																



																																																
																																																
																																																
																																																
																																																
																																																

																																																

																																																

																																																

																																																

																																																
																																																
																																																

																																																

																																																

																																																


																																																
																																																
																																																
																																																

																																																
																																																


																																																
																																																
																																																

																																																
																																																

																																																

																																																
																																																


																																																

																																																
																																																
																																																

																																																

																																																
																																																

																																																
																																																
																																																

																																																


																																																

																																																
																																																

																																																
																																																

																																																

																																																
																																																
																																																


																																																


																																																
																																																

																																																
																																																


																																																


																																																
																																																
																																																

																																																

																																																


																																																
																																																

																																																
																																																
																																																


																																																


																																																
																																																
																																																

																																																

																																																
																																																
																																																

																																																
																																																



																																																

																																																
																																																
																																																


																																																
																																																

																																																

																																																
																																																
																																																

																																																
																																																

																																																
																																																
																																																


																																																
																																																


																																																

																																																


																																																
																																																

																																																

																																																

																																																

																																																

																																																
																																																
																																																


																																																



																																																

																																																

																																																

																																																
																																																
																																																
																																																

																																																
																																																
																																																
																																																
																																																
																																																

																																																
																																																
																																																
																																																

																																																

																																																

																																																
																																																
																																																
																																																
																																																

																																																
																																																
																																																

																																																
																																																
																																																
																																																
																																																

																																																
																																																
																																																
																																																

																																																


																																																


																																																

																																																
																																																
																																																

																																																
																																																



																																																
																																																

																																																
																																																
																																																
																																																
																																																

																																																



																																																
																																																
																																																
																																																

																																																


																																																
																																																
																																																

																																																

																																																




																																																



																																																

																																																
																																																
																																																
																																																

																																																
																																																

																																																
																																																


																																																

																																																
																																																
																																																

																																																
																																																
																																																

																																																

																																																
																																																

																																																

																																																

																																																
																																																
																																																
																																																

																																																

																																																

																																																
																																																


																																																

																																																

																																																
																																																
																																																
																																																
																																																


																																																
																																																
																																																
																																																

																																																
																																																
																																																

																																																
																																																


																																																
																																																
																																																
																																																
																																																


																																																
																																																
																																																
																																																




																																																


																																																
																																																
																																																

																																																
																																																
																																																
																																																

																																																


																																																
																																																
																																																



																																																
																																																

																																																
																																																

																																																
																																																

																																																



																																																
																																																
																																																

																																																
																																																

																																																




																																																
																																																
																																																

																																																
																																																
																																																

																																																

																																																

																																																
																																																
																																																

																																																
																																																

																																																
																																																

																																																
																																																

																																																
																																																
																																																
																																																
																																																
																																																
																																																

																																																



																																																


																																																
																																																


																																																

																																																

																																																


																																																
																																																
																																																

																																																

																																																
																																																

																																																

																																																

																																																
																																																

																																																

																																																

																																																
																																																

																																																


																																																
																																																
																																																



																																																
																																																


																																																

																																																

																																																

																																																
																																																

																																																
																																																
																																																

																																																

																																																


																																																


																																																
																																																
																																																

																																																



																																																
																																																

																																																
																																																
																																																

																																																
																																																
																																																
																																																
																																																

																																																

																																																
																																																
																																																
																																																


																																																

																																																

																																																
																																																

																																																
																																																

																																																

																																																

																																																

																																																
																																																
																																																

																																																
																																																
																																																
																																																

																																																

																																																
																																																
																																																


																																																

																																																
																																																
																																																

																																																

																																																
																																																
																																																

																																																

																																																
																																																
																																																
																																																

																																																
																																																

																																																


																																																


																																																


																																																
																																																
																																																




																																																





																																																



																																																


																																																





																																																


																																																




																																																



																																																

																																																


																																																

																																																
																																																

																																																
																																																
																																																


																																																
																																																
																																																

																																																
																																																
																																																
																																																


																																																

																																																

																																																

																																																

																																																
																																																

																																																

																																																
																																																


																																																

																																																

																																																


																																																
																																																
																																																
																																																


																																																
																																																

																																																
																																																
																																																

																																																

																																																

																																																
																																																

																																																

																																																
																																																
																																																

																																																

																																																

																																																
																																																

																																																
																																																

																																																
																																																
																																																

																																																

																																																
																																																
																																																
																																																

																																																
																																																

																																																

																																																

																																																
																																																

																																																
																																																
																																																

																																																

																																																

																																																
																																																
																																																
																																																


																																																
																																																


																																																
																																																

																																																


																																																
																																																
																																																


																																																
																																																

																																																
																																																

																																																
																																																

																																																

																																																


																																																

																																																


																																																
																																																

																																																
																																																


																																																
																																																


																																																

																																																



																																																


																																																
																																																

																																																
																																																

																																																




																																																


																																																




																																																


																																																


																																																

																																																


																																																

																																																

																																																
																																																

																																																

																																																
																																																

																																																
																																																

																																																


																																																

																																																

																																																
																																																

																																																
																																																

																																																

																																																
																																																

																																																

																																																
																																																
																																																

																																																

																																																
																																																
																																																
																																																

																																																
																																																

																																																
																																																
																																																
																																																
																																																
