//**************************************************************************************************************
//File Type: Amalfi PA Test Measurment Data Log File
//Log File Format Version: 1
//Test Type:Auto Script
//Serial Number: xAM7801-TA5-T-U-CG-SN005S
//Part Number (Chip ID): Unknown
//Chip Model: Chiarlo TxM 7801
//DUT Test GUI Version Number: Rev. A1.00.293
//FPGA Version Number: 21
//PICC Version Number: 13
//Station Number: 2
//Test Date & Time: 02-21-2010 19:1:55
//Temperature Soak Time (in secs): Test @ Ambient
//Script File Name: l:\Lab & Testing\XS\TXM\Spec Test\AM7801\AM7801_TA5_Reg1_X3_Spurs_ATR2_HPath.txt
//ATR Correlation Log File Not Found.
//Comment:
//**************************************************************************************************************
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	VRamp Search Directory	VRamp Search Start(Volt)	VRamp Search Stop(Volt)	TRP Target Power(dBm)	Waveform File Name	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment	
7	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.08	0.0	0.0	-8.44	915.0	2.7	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.530v_ramp.txt	02-21-2010	19:39:39	No comments(this is a filler only).
//Spurious Data					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	4	915.0666	12.667	-46.0	0	-36	 	 	 	 	 	 
7	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.08	0.0	0.0	-8.44	915.0	4.5	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.299084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.530v_ramp.txt	02-21-2010	19:39:56	No comments(this is a filler only).
//Spurious Data					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	4	915.0666	13.147	-46.0	0	-36	 	 	 	 	 	 
7	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.08	0.0	0.0	-8.44	915.0	3.5	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.290887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.530v_ramp.txt	02-21-2010	19:40:12	No comments(this is a filler only).
//Spurious Data					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	4	915.0666	12.871	-46.0	0	-36	 	 	 	 	 	 
7	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.08	0.0	0.0	-8.44	915.0	2.7	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.283483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.530v_ramp.txt	02-21-2010	19:40:28	No comments(this is a filler only).
//Spurious Data					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	4	915.0666	12.856	-46.0	0	-36	 	 	 	 	 	 
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	VRamp Search Directory	VRamp Search Start(Volt)	VRamp Search Stop(Volt)	TRP Target Power(dBm)	Waveform File Name	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Is Spur Harmonics (-99 = no)	Spur Number	Range Table of Spur	Frequency of Spur (MHz)	Amplitude of Spur (dBm)	Absolute Limit (dBm)	Pass/Fail(1|0)	Spur Pass Threshold (dBm)	Vbat_I(Amp)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment	
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.1	0.0	0.0	-8.41	880.0	4.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:40:49	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.1	0.0	0.0	-8.41	880.0	3.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:41:05	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.1	0.0	0.0	-8.41	880.0	2.7	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:41:21	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.1	0.0	0.0	-8.41	880.0	4.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:41:38	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.1	0.0	0.0	-8.41	880.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:41:54	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.1	0.0	0.0	-8.41	880.0	2.7	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:42:10	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.1	0.0	0.0	-8.41	880.0	4.5	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:42:26	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.1	0.0	0.0	-8.41	880.0	3.5	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:42:42	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.1	0.0	0.0	-8.41	880.0	2.7	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:42:58	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.04	0.0	0.0	-8.45	898.0	4.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:43:15	No comments(this is a filler only).
//Spurious Data					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	10	7466.231	-45.693	-46.0	1	-36	 	 	 	 	 	 
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.04	0.0	0.0	-8.45	898.0	3.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:43:31	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.04	0.0	0.0	-8.45	898.0	2.7	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:43:47	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.04	0.0	0.0	-8.45	898.0	4.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:44:04	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.04	0.0	0.0	-8.45	898.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:44:20	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.04	0.0	0.0	-8.45	898.0	2.7	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:44:36	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.04	0.0	0.0	-8.45	898.0	4.5	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:44:53	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.04	0.0	0.0	-8.45	898.0	3.5	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:45:09	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.04	0.0	0.0	-8.45	898.0	2.7	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.120761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:45:24	No comments(this is a filler only).
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.08	0.0	0.0	-8.44	915.0	4.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:45:42	No comments(this is a filler only).
//Spurious Data					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	4	915.0666	-1.67	-46.0	0	-36	 	 	 	 	 	 
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.08	0.0	0.0	-8.44	915.0	3.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:45:58	No comments(this is a filler only).
//Spurious Data					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	4	915.0666	-2.124	-46.0	0	-36	 	 	 	 	 	 
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.08	0.0	0.0	-8.44	915.0	2.7	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:46:13	No comments(this is a filler only).
//Spurious Data					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	4	915.0666	-2.127	-46.0	0	-36	 	 	 	 	 	 
//Spurious Data					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	2	10	8114.426	-45.904	-46.0	1	-36	 	 	 	 	 	 
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.08	0.0	0.0	-8.44	915.0	4.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:46:30	No comments(this is a filler only).
//Spurious Data					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	4	915.0666	-1.791	-46.0	0	-36	 	 	 	 	 	 
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.08	0.0	0.0	-8.44	915.0	3.5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:46:46	No comments(this is a filler only).
//Spurious Data					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	4	915.0666	-2.102	-46.0	0	-36	 	 	 	 	 	 
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.08	0.0	0.0	-8.44	915.0	2.7	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.120947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:47:02	No comments(this is a filler only).
//Spurious Data					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	4	915.0666	-2.372	-46.0	0	-36	 	 	 	 	 	 
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.08	0.0	0.0	-8.44	915.0	4.5	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:47:19	No comments(this is a filler only).
//Spurious Data					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	4	915.0666	-1.708	-46.0	0	-36	 	 	 	 	 	 
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.08	0.0	0.0	-8.44	915.0	3.5	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:47:35	No comments(this is a filler only).
//Spurious Data					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	4	915.0666	-2.143	-46.0	0	-36	 	 	 	 	 	 
8	Spurious (ETSI reduced)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	Null	0.94	1.22	33.4	GSM_WFM1.wfm	LBHBPSA	LBIn	-22.08	0.0	0.0	-8.44	915.0	2.7	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.120412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	0	ffff	0.0	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloV3_9Nov09\LB_pwrsel00\r.0.330v_ramp.txt	02-21-2010	19:47:51	No comments(this is a filler only).
//Spurious Data					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-99	1	4	915.0666	-2.182	-46.0	0	-36	 	 	 	 	 	 
