//**************************************************************************************************************
//File Type: Amalfi PA Test Measurment Data Log File
//Log File Format Version: 1
//Test Type:Auto Script
//Serial Number: xAM8901_B0C_T_U_CB_SN002
//Part Number (Chip ID): AM8901 B0C
//Chip Model: Chiarlo 8901 EDGE PAM
//DUT Test GUI Version Number: Rev. A1.00.287
//FPGA Version Number: 21
//PICC Version Number: 13
//Station Number: 2
//Test Date & Time: 02-03-2010 13:50:43
//Temperature Soak Time (in secs): Test @ Ambient
//Script File Name: l:\Lab & Testing\XS\PAM\AM8901 Spec Test\GSM\AM8901_B0C_Reg27_X3_Quadband_Nominal_LB.script
//ATR Correlation Log File Not Found.
//Comment:
//**************************************************************************************************************																																																	
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
68	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.22	0	0	-6.93	1748	3.5	3	0	0	1	0	0	0	1	0	-26.580999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.440v_ramp.txt	2/3/2010	15:06:27	No comments(this is a filler only).
68	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.32	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	-33.304001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.440v_ramp.txt	2/3/2010	15:06:31	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	2nd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
69	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.25	0	0	-6.85	1710	3.5	3	0	0	1	0	0	0	1	0	-20.271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.420v_ramp.txt	2/3/2010	15:06:40	No comments(this is a filler only).
69	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.22	0	0	-6.93	1748	3.5	3	0	0	1	0	0	0	1	0	-27.620001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.420v_ramp.txt	2/3/2010	15:06:43	No comments(this is a filler only).
69	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.32	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	-34.091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.420v_ramp.txt	2/3/2010	15:06:47	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	2nd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
70	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.25	0	0	-6.85	1710	3.5	3	0	0	1	0	0	0	1	0	-21.290001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.400v_ramp.txt	2/3/2010	15:06:56	No comments(this is a filler only).
70	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.22	0	0	-6.93	1748	3.5	3	0	0	1	0	0	0	1	0	-28.638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.400v_ramp.txt	2/3/2010	15:06:59	No comments(this is a filler only).
70	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.32	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	-34.932999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.400v_ramp.txt	2/3/2010	15:07:03	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	2nd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
71	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.25	0	0	-6.85	1710	3.5	3	0	0	1	0	0	0	1	0	-21.974001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.380v_ramp.txt	2/3/2010	15:07:12	No comments(this is a filler only).
71	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.22	0	0	-6.93	1748	3.5	3	0	0	1	0	0	0	1	0	-29.627001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.380v_ramp.txt	2/3/2010	15:07:16	No comments(this is a filler only).
71	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.32	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	-36.195999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.380v_ramp.txt	2/3/2010	15:07:19	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	2nd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
72	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.25	0	0	-6.85	1710	3.5	3	0	0	1	0	0	0	1	0	-22.556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.360v_ramp.txt	2/3/2010	15:07:28	No comments(this is a filler only).
72	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.22	0	0	-6.93	1748	3.5	3	0	0	1	0	0	0	1	0	-30.304001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.360v_ramp.txt	2/3/2010	15:07:32	No comments(this is a filler only).
72	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-24.32	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	-37.001999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.360v_ramp.txt	2/3/2010	15:07:35	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	3rd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
73	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.28	0	0	-6.85	1710	3.5	3	0	0	1	0	0	0	1	0	-38.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.460v_ramp.txt	2/3/2010	15:07:44	No comments(this is a filler only).
73	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.35	0	0	-6.93	1748	3.5	3	0	0	1	0	0	0	1	0	-38.837002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.460v_ramp.txt	2/3/2010	15:07:48	No comments(this is a filler only).
73	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.46	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	-36.752998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.460v_ramp.txt	2/3/2010	15:07:52	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	3rd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
74	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.28	0	0	-6.85	1710	3.5	3	0	0	1	0	0	0	1	0	-38.157001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.440v_ramp.txt	2/3/2010	15:08:00	No comments(this is a filler only).
74	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.35	0	0	-6.93	1748	3.5	3	0	0	1	0	0	0	1	0	-38.415001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.440v_ramp.txt	2/3/2010	15:08:04	No comments(this is a filler only).
74	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.46	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	-36.710999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.440v_ramp.txt	2/3/2010	15:08:08	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	3rd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
75	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.28	0	0	-6.85	1710	3.5	3	0	0	1	0	0	0	1	0	-38.271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.420v_ramp.txt	2/3/2010	15:08:16	No comments(this is a filler only).
75	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.35	0	0	-6.93	1748	3.5	3	0	0	1	0	0	0	1	0	-38.542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.420v_ramp.txt	2/3/2010	15:08:20	No comments(this is a filler only).
75	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.46	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	-36.570999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.420v_ramp.txt	2/3/2010	15:08:24	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	3rd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
76	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.28	0	0	-6.85	1710	3.5	3	0	0	1	0	0	0	1	0	-38.313999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.400v_ramp.txt	2/3/2010	15:08:33	No comments(this is a filler only).
76	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.35	0	0	-6.93	1748	3.5	3	0	0	1	0	0	0	1	0	-38.433998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.400v_ramp.txt	2/3/2010	15:08:36	No comments(this is a filler only).
76	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.46	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	-36.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.400v_ramp.txt	2/3/2010	15:08:40	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	3rd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
77	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.28	0	0	-6.85	1710	3.5	3	0	0	1	0	0	0	1	0	-38.678001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.380v_ramp.txt	2/3/2010	15:08:49	No comments(this is a filler only).
77	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.35	0	0	-6.93	1748	3.5	3	0	0	1	0	0	0	1	0	-38.401001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.380v_ramp.txt	2/3/2010	15:08:52	No comments(this is a filler only).
77	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.46	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	-36.330002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.380v_ramp.txt	2/3/2010	15:08:56	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	3rd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
78	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.28	0	0	-6.85	1710	3.5	3	0	0	1	0	0	0	1	0	-38.091999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.360v_ramp.txt	2/3/2010	15:09:05	No comments(this is a filler only).
78	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.35	0	0	-6.93	1748	3.5	3	0	0	1	0	0	0	1	0	-38.075001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.360v_ramp.txt	2/3/2010	15:09:08	No comments(this is a filler only).
78	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-25.46	0	0	-7.11	1785	3.5	3	0	0	1	0	0	0	1	0	-36.054001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.360v_ramp.txt	2/3/2010	15:09:12	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Sw Pwr -400KHz(db)	Sw Pwr -400KHz(dBm)	Sw Pwr 400KHz(db)	Sw Pwr 400KHz(dBm)	Sw Pwr -600KHz(db)	Sw Pwr -600KHz(dBm)	Sw Pwr 600KHz(db)	Sw Pwr 600KHz(dBm)	Vbat_I(Amp)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
79	GSM ORFS Switching     	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.95	0	0	-6.85	1710	3.5	3	0	0	1	0	0	0	1	0	-65.621208	-33.870889	-65.530811	-33.780492	-68.047635	-36.297316	-68.522404	-36.772085	1.128587	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.460v_ramp.txt	2/3/2010	15:09:24	No comments(this is a filler only).
79	GSM ORFS Switching     	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	H3B	LBIn	-22.94	0	0	-6.93	1748	3.5	3	0	0	1	0	0	0	1	0	-64.679119	-32.815232	-64.589457	-32.725569	-67.526917	-35.663029	-69.421583	-37.557696	1.112567	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.460v_ramp.txt	2/3/2010	15:09:29	No comments(this is a filler only).
